City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
272,papatowai,-46.5619,169.4708,43.18,81,100,20.51,NZ,1694718809
273,sandnessjoen,66.0217,12.6316,48.42,61,0,8.05,NO,1694718809
274,chifeng,42.2683,118.9636,62.04,76,0,6.31,CN,1694718810
275,gadzhiyevo,69.2551,33.3362,42.08,79,59,4.41,RU,1694718810
276,tazacorte,28.629,-17.9293,76.17,73,75,17.27,ES,1694718810
277,salalah,17.0151,54.0924,80.69,94,75,5.75,OM,1694718811
278,floriano,-6.7669,-43.0225,102.25,17,5,6.17,BR,1694718811
279,port blair,11.6667,92.75,80.51,82,100,16.53,IN,1694718811
280,cidreira,-30.1811,-50.2056,58.41,68,26,18.7,BR,1694718678
281,garissa,-0.4536,39.6401,77.99,65,37,21.25,KE,1694718812
282,szekszard,46.3501,18.709,67.6,70,27,6.35,HU,1694718812
283,mil'kovo,55.6078,37.7956,58.05,60,1,6.58,RU,1694718812
284,palu,-0.8917,119.8707,74.84,95,45,3.78,ID,1694718812
285,shatura,55.5725,39.5368,59.67,54,100,4.27,RU,1694718813
286,ocean shores,46.9737,-124.1563,78.39,73,0,4.0,US,1694718813
287,whangarei,-35.7317,174.3239,54.68,79,32,8.5,NZ,1694718813
288,sotik post,-0.7813,35.3416,57.92,79,64,3.53,KE,1694718814
289,antofagasta,-23.65,-70.4,63.68,65,8,9.13,CL,1694718814
290,lianhe,47.1333,129.2667,54.79,95,44,1.86,CN,1694718814
291,kralendijk,12.15,-68.2667,91.38,66,0,16.11,BQ,1694718815
292,mezhdurechenskiy,59.6,65.9333,52.7,77,11,3.94,RU,1694718815
293,newman,37.3138,-121.0208,89.24,24,0,1.74,US,1694718815
294,nanyamba,-10.6833,39.8333,67.59,96,14,3.42,TZ,1694718815
295,necochea,-38.5473,-58.7368,60.06,55,100,18.3,AR,1694718816
296,magadan,59.5667,150.8,42.01,86,7,6.13,RU,1694718816
297,pisco,-13.7,-76.2167,69.85,64,20,19.57,PE,1694718816
298,jinghong,21.991,100.7341,70.59,99,51,2.33,CN,1694718817
299,haiku-pauwela,20.9219,-156.3051,82.42,62,40,14.97,US,1694718817
300,sirte,31.2089,16.5887,76.95,56,0,12.33,LY,1694718818
301,puerto baquerizo moreno,-0.9,-89.6,74.17,79,41,18.57,EC,1694718743
302,flying fish cove,-10.4217,105.6791,74.88,83,75,14.97,CX,1694718818
303,isiro,2.7739,27.616,67.26,99,84,2.26,CD,1694718819
304,batsari,12.7515,7.2447,75.42,78,100,12.66,NG,1694718819
305,emerald,-23.5333,148.1667,56.28,82,0,5.84,AU,1694718819
306,nar'yan-mar,67.6713,53.087,44.06,92,100,12.62,RU,1694718819
307,puerto armuelles,8.2833,-82.8667,87.78,72,100,1.01,PA,1694718820
308,remire-montjoly,4.9167,-52.2667,91.44,62,0,11.5,GF,1694718820
309,mount isa,-20.7333,139.5,51.57,54,0,0.0,AU,1694718821
310,bom jesus da lapa,-13.255,-43.4181,97.81,16,0,4.88,BR,1694718821
311,bela,25.9333,81.9833,83.3,78,99,11.05,IN,1694718821
312,novoorsk,51.381,58.9813,54.25,71,31,3.98,RU,1694718821
313,san patricio,28.017,-97.5169,100.35,38,2,12.46,US,1694718822
314,puerto la cruz,10.2167,-64.6167,85.05,71,100,6.08,VE,1694718822
315,saraqib,35.8645,36.8059,75.7,23,0,11.16,SY,1694718822
316,tobruk,32.0836,23.9764,77.58,65,1,15.68,LY,1694718823
317,tolanaro,-25.0319,46.9987,68.9,85,68,14.03,MG,1694718823
318,upington,-28.4478,21.2561,61.18,12,2,4.61,ZA,1694718823
319,cannonvale,-20.2833,148.7,69.19,71,1,16.35,AU,1694718824
320,fort bragg,35.139,-79.006,86.14,55,0,10.36,US,1694718581
321,xixiang,35.1628,112.865,69.85,72,7,3.85,CN,1694718824
322,gorno-altaysk,51.9561,85.955,52.52,90,100,1.01,RU,1694718824
323,mount gambier,-37.8333,140.7667,53.13,90,100,8.05,AU,1694718789
324,saint-pierre,-21.3393,55.4781,67.68,68,0,6.91,RE,1694718825
325,posto fiscal rolim de moura,-13.0833,-62.2667,97.45,31,32,2.51,BR,1694718825
326,staroaleyskoye,51.0061,82.0,52.25,84,100,10.74,RU,1694718825
327,pikeville,37.4793,-82.5188,81.0,37,0,5.75,US,1694718709
328,sao jose da coroa grande,-8.8978,-35.1478,78.73,75,4,10.27,BR,1694718826
329,bilgoraj,50.5411,22.722,62.38,81,100,6.33,PL,1694718826
330,emporia,38.4039,-96.1817,82.51,32,20,6.91,US,1694718604
331,swan hill,-35.3378,143.5544,55.63,39,7,8.12,AU,1694718827
332,nikolayevsk-on-amure,53.1406,140.73,46.45,73,7,3.44,RU,1694718827
333,palikir - national government center,6.9248,158.1611,75.94,100,75,2.3,FM,1694718827
334,matoury,4.8483,-52.3317,91.36,62,0,11.5,GF,1694718828
335,port douglas,-16.4833,145.4667,72.07,63,74,17.87,AU,1694718828
336,el granada,37.5027,-122.4694,80.82,74,75,8.05,US,1694718828
337,nuuk,64.1835,-51.7216,39.81,75,75,21.85,GL,1694718697
338,arteche,12.2645,125.4048,78.06,88,21,5.39,PH,1694718829
339,tamanrasset,22.785,5.5228,89.51,14,40,9.22,DZ,1694718830
340,zhangjiakou,40.81,114.8794,62.29,86,12,4.29,CN,1694718830
341,touros,-5.1989,-35.4608,81.84,66,6,17.47,BR,1694718830
342,adam,22.3756,57.5233,86.05,50,6,7.63,OM,1694718831
343,kasulu,-4.5767,30.1025,73.38,54,68,2.82,TZ,1694718831
344,nuevitas,21.5453,-77.2644,88.3,59,76,9.73,CU,1694718831
345,lejanias,3.5251,-74.0216,78.84,80,100,4.21,CO,1694718832
346,siwa oasis,29.2041,25.5195,83.37,21,0,5.19,EG,1694718832
347,puerto san jose,13.9256,-90.8244,87.42,63,94,4.47,GT,1694718621
348,ma'an,26.9775,110.7211,66.78,96,51,0.81,CN,1694718833
349,igarka,67.4667,86.5833,55.24,75,100,14.58,RU,1694718833
350,greenville,35.6127,-77.3663,84.36,64,40,13.8,US,1694718723
351,karratha,-20.7377,116.8463,70.27,67,0,8.66,AU,1694718833
352,mytilene,39.11,26.5547,76.82,61,0,5.75,GR,1694718834
353,murudeshwara,14.0943,74.4845,78.15,87,100,2.77,IN,1694718834
354,rongelap,11.1635,166.8941,83.23,78,96,13.02,MH,1694718834
355,opuwo,-18.0607,13.84,76.3,14,0,4.92,NA,1694718835
356,kayes,14.0,-11.0,85.12,71,100,6.22,ML,1694718835
357,vernon,50.2581,-119.2691,74.23,37,65,2.3,CA,1694718835
358,norilsk,69.3535,88.2027,51.42,95,100,20.76,RU,1694718835
359,lusambo,-4.9667,23.45,74.1,82,47,2.35,CD,1694718836
360,zdvinsk,54.7021,78.661,55.18,86,97,6.17,RU,1694718836
361,lorengau,-2.0226,147.2712,80.31,83,54,11.39,PG,1694718836
362,darwin,-12.4611,130.8418,75.18,76,75,1.99,AU,1694718837
363,howrah,22.5892,88.3103,82.4,89,75,9.22,IN,1694718837
364,tsiombe,-25.3,45.4833,68.67,81,2,15.73,MG,1694718837
365,nova sintra,14.8667,-24.7167,75.85,82,9,13.87,CV,1694718837
366,al wafrah,28.6392,47.9306,92.19,16,0,13.96,KW,1694718838
367,arraial do cabo,-22.9661,-42.0278,76.86,78,40,11.5,BR,1694718838
368,eraan,9.0629,117.7016,78.48,87,100,5.19,PH,1694718838
369,mehekar,20.15,76.5667,73.62,89,96,13.11,IN,1694718838
370,mao,39.8885,4.2658,73.96,88,20,6.91,ES,1694718839
371,tacuarembo,-31.7333,-55.9833,59.45,37,5,4.81,UY,1694718839
372,maralal,1.0968,36.698,63.73,56,13,13.29,KE,1694718839
373,altay,47.8667,88.1167,47.53,64,11,5.64,CN,1694718840
374,pullman,46.7313,-117.1796,76.84,35,0,3.44,US,1694718840
375,banlung,13.7468,107.0045,70.7,100,100,1.12,KH,1694718840
376,houlton,46.1262,-67.8403,70.21,68,75,4.61,US,1694718841
377,neiafu,-18.65,-173.9833,75.88,78,40,9.22,TO,1694718841
378,xining,36.6167,101.7667,51.48,71,16,2.66,CN,1694718841
379,sinabang,2.4803,96.3801,81.03,81,100,6.24,ID,1694718842
380,altai,46.3722,96.2583,44.64,58,52,3.22,MN,1694718842
381,richards bay,-28.783,32.0377,69.33,67,0,9.15,ZA,1694718843
382,mezhdurechensk,53.6942,88.0603,51.17,98,76,1.63,RU,1694718843
383,zhanga buqtyrma,49.6295,83.5248,49.24,83,100,2.75,KZ,1694718844
384,zouerate,22.7187,-12.4521,95.31,22,1,13.33,MR,1694718844
385,mahina,-17.5065,-149.489,73.17,88,75,3.44,PF,1694718844
386,guerrero negro,27.9769,-114.0611,75.38,61,0,16.82,MX,1694718845
387,tafuna,-14.3358,-170.72,80.47,78,24,18.63,AS,1694718845
388,ulsteinvik,62.3432,5.8487,53.91,87,100,8.99,NO,1694718846
389,carloforte,39.145,8.3058,74.77,81,11,9.73,IT,1694718846
390,luanda,-8.8368,13.2343,75.2,73,40,10.36,AO,1694718659
391,warrnambool,-38.3833,142.4833,54.46,84,61,13.22,AU,1694718847
392,vila franca do campo,37.7167,-25.4333,74.88,99,100,7.83,PT,1694718847
393,juan griego,11.0817,-63.9655,88.97,64,93,10.18,VE,1694718847
394,i-n-salah,27.1935,2.4607,95.74,10,2,11.86,DZ,1694718848
395,ormara,25.2088,64.6357,79.65,84,86,7.92,PK,1694718848
396,nelson bay,-32.7167,152.15,55.0,93,100,1.99,AU,1694718848
397,barcarena,-1.5058,-48.6258,86.05,79,100,5.19,BR,1694718849
398,meadow lake,34.8014,-106.5436,77.67,47,1,7.47,US,1694718849
399,kingston,17.997,-76.7936,90.55,62,20,9.22,JM,1694718319
400,grand-lahou,5.1367,-5.0242,75.49,93,12,6.93,CI,1694718849
401,dakhla,23.6848,-15.958,70.59,85,5,17.98,EH,1694718850
402,kirensk,57.7853,108.1119,47.48,70,96,3.36,RU,1694718850
403,kozhevnikovo,56.2589,83.9714,45.25,94,0,4.9,RU,1694718850
404,gaomi,36.3833,119.7528,62.47,79,0,1.32,CN,1694718851
405,vung tau,10.346,107.0843,78.64,87,100,8.99,VN,1694718851
406,arkhangel'sk,64.5401,40.5433,60.71,75,100,11.36,RU,1694718851
407,villa huidobro,-34.8383,-64.5869,77.31,13,96,8.01,AR,1694718852
408,revda,56.801,59.9303,49.75,81,51,1.59,RU,1694718852
409,sangerhausen,51.4667,11.3,60.03,74,35,4.38,DE,1694718852
410,undurkhaan,47.3194,110.6556,50.45,69,61,7.99,MN,1694718853
411,rikaze,29.25,88.8833,57.27,47,10,4.52,CN,1694718854
412,aqsay,51.1678,52.995,61.16,58,86,3.36,KZ,1694718854
413,oyonnax,46.2592,5.6573,66.61,81,100,3.02,FR,1694718854
414,luwuk,-0.9516,122.7875,75.0,91,68,6.44,ID,1694718786
415,bocas del toro,9.3333,-82.25,84.11,64,79,4.0,PA,1694718855
416,fisterra,42.9049,-9.2629,72.01,82,0,6.55,ES,1694718855
417,kapuskasing,49.4169,-82.4331,64.49,45,40,13.8,CA,1694718856
418,dokshytsy,54.8924,27.7689,56.21,95,100,13.51,BY,1694718856
419,souillac,-20.5167,57.5167,71.98,78,40,4.61,MU,1694718857
420,trincomalee,8.5711,81.2335,81.23,71,52,19.06,LK,1694718857
421,kaga bandoro,6.9896,19.1874,72.59,96,83,3.85,CF,1694718858
422,bikenibeu village,1.3673,173.1241,80.56,89,40,2.3,KI,1694718858
423,leh,34.1667,77.5833,64.36,23,1,4.29,IN,1694718858
424,kourou,5.1552,-52.6478,91.45,64,1,10.78,GF,1694718755
425,dzhetygara,52.1908,61.2006,55.72,82,10,2.91,KZ,1694718859
426,aktau,43.65,51.2,61.38,63,6,7.49,KZ,1694718859
427,golfito,8.639,-83.166,85.68,75,99,5.3,CR,1694718860
428,chauvigny,46.5675,0.6493,67.23,49,100,6.2,FR,1694718860
429,oltinko'l,40.8011,72.1634,70.2,29,5,5.01,UZ,1694718860
430,charters towers,-20.1,146.2667,55.29,84,0,6.2,AU,1694718861
431,zag,46.9441,99.165,39.24,81,2,2.46,MN,1694718861
432,las heras,-46.5419,-68.9359,58.12,38,68,25.97,AR,1694718847
433,vilyuysk,63.7553,121.6247,37.17,96,100,5.37,RU,1694718862
434,kamina,-8.7386,24.9906,76.44,33,5,3.47,CD,1694718862
435,fort st. john,56.2499,-120.8529,60.69,36,75,6.91,CA,1694718862
436,borovskoy,53.8,64.15,60.03,67,100,4.12,KZ,1694718863
437,staraya kulatka,52.7167,47.6167,54.21,92,98,6.89,RU,1694718863
438,selfoss,63.9331,-20.9971,53.04,76,16,8.88,IS,1694718863
439,armacao de buzios,-22.7469,-41.8817,78.85,87,1,18.3,BR,1694718864
440,san cristobal,7.7669,-72.225,91.58,52,60,9.53,VE,1694718803
441,murzuq,25.9155,13.9184,83.46,19,0,10.67,LY,1694718865
442,akureyri,65.6835,-18.0878,42.73,93,75,10.36,IS,1694718865
443,germantown,39.1732,-77.2717,80.94,45,75,4.0,US,1694718749
444,zhangye,38.9342,100.4517,64.83,36,0,3.51,CN,1694718865
445,zernograd,46.8452,40.3083,59.13,51,0,6.29,RU,1694718866
446,zyryanovsk,49.7386,84.2719,44.01,85,69,2.35,KZ,1694718866
447,kavieng,-2.5744,150.7967,81.1,80,97,18.72,PG,1694718866
448,tumaco,1.7986,-78.8156,81.77,76,100,11.77,CO,1694718867
449,zuenoula,7.4292,-6.0431,74.5,95,97,3.58,CI,1694718867
450,hami,42.8,93.45,68.14,25,5,7.83,CN,1694718868
451,severo-yeniseyskiy,60.3725,93.0408,40.42,84,14,2.21,RU,1694718868
452,malango,-2.9627,119.9001,63.86,91,51,1.77,ID,1694718868
453,ramshir,30.8946,49.4092,92.95,14,0,16.98,IR,1694718868
454,olinda,-8.0089,-34.8553,80.33,74,75,12.66,BR,1694718869
455,faya-largeau,17.9257,19.1043,98.02,18,6,10.63,TD,1694718869
456,kargopol',61.5071,38.9456,60.55,61,100,10.51,RU,1694718870
457,kuching,1.55,110.3333,81.01,99,20,2.3,MY,1694718870
458,gulabpura,25.9,74.6667,79.52,75,99,6.69,IN,1694718870
459,kimbe,-5.5502,150.1429,75.16,86,43,7.61,PG,1694718871
460,ubinskoye,55.3068,79.6802,50.85,92,11,6.96,RU,1694718871
461,maasin,10.1336,124.8447,81.52,80,100,10.78,PH,1694718871
462,prince rupert,54.3161,-130.3201,61.66,57,56,6.87,CA,1694718608
463,xuddur,4.1213,43.8894,77.74,64,84,23.35,SO,1694718872
464,katsuura,35.1333,140.3,78.85,91,17,11.92,JP,1694718872
465,hovd,48.0056,91.6419,51.06,39,6,5.46,MN,1694718873
466,mar del plata,-38.0023,-57.5575,62.62,45,0,23.02,AR,1694718873
467,evron,48.1564,-0.3997,64.22,62,0,4.07,FR,1694718873
468,sosnogorsk,63.6023,53.8817,54.07,80,7,5.5,RU,1694718874
469,acarau,-2.8856,-40.12,84.87,61,8,19.91,BR,1694718733
470,pemba,-12.974,40.5178,77.31,78,3,15.03,MZ,1694718874
471,rawson,-43.3002,-65.1023,66.0,36,23,20.8,AR,1694718874
472,upata,8.0086,-62.3989,96.73,29,100,5.75,VE,1694718875
473,boende,-0.2167,20.8667,74.08,89,100,2.37,CD,1694718875
474,kenora,49.8167,-94.4337,56.37,94,100,11.5,CA,1694718875
475,ciudad lazaro cardenas,17.9583,-102.2,88.18,69,81,7.2,MX,1694718876
476,shyshaky,49.8817,34.0112,61.84,44,22,11.86,UA,1694718621
477,dampit,-8.2116,112.7493,68.22,81,90,6.78,ID,1694718876
478,cuxhaven,53.8718,8.6909,55.96,71,40,3.44,DE,1694718876
479,al mawsil al jadidah,36.3346,43.0978,83.44,10,0,1.83,IQ,1694718877
480,kibuye,-2.0597,29.3482,69.85,70,92,2.73,RW,1694718877
481,port-vila,-17.7338,168.3219,67.6,100,100,2.3,VU,1694718735
482,papao,-17.75,-149.55,73.08,88,100,21.61,PF,1694718878
483,vila velha,-20.3297,-40.2925,80.94,76,0,19.57,BR,1694718878
484,santana,-0.0583,-51.1817,93.38,52,20,4.61,BR,1694718878
485,ha'il,27.5219,41.6907,91.42,16,20,9.22,SA,1694718879
486,vyazemskiy,47.5378,134.7525,54.23,74,0,5.95,RU,1694718879
487,moroto,2.5345,34.6666,71.6,60,54,1.57,UG,1694718880
488,coari,-4.085,-63.1414,103.24,18,8,4.81,BR,1694718880
489,taoudenni,22.6783,-3.9836,105.87,10,7,6.82,ML,1694718880
490,kongolo,-5.3833,27.0,82.22,53,58,1.05,CD,1694718881
491,tanaina,61.6269,-149.4281,47.25,94,100,3.44,US,1694718881
492,mugia,43.1041,-9.2179,72.16,85,1,9.62,ES,1694718881
493,muisne,0.6,-80.0333,78.48,77,100,12.08,EC,1694718882
494,pargas,60.3067,22.301,57.04,78,100,11.56,FI,1694718882
495,krasnovishersk,60.4078,57.082,50.94,90,87,1.01,RU,1694718883
496,thunder bay,48.4001,-89.3168,66.18,52,75,11.5,CA,1694718883
497,chernushka,56.5072,56.0766,55.26,75,100,2.46,RU,1694718883
498,cooma,-36.2333,149.1333,50.49,67,100,4.9,AU,1694718884
499,rye,40.9807,-73.6837,81.09,53,20,12.66,US,1694718629
500,beloyarskiy,63.7119,66.6722,53.01,78,10,4.0,RU,1694718884
501,el calafate,-50.3408,-72.2768,38.62,67,100,2.73,AR,1694718885
502,sangkhla buri,15.1555,98.4536,73.49,99,100,0.98,TH,1694718885
503,lat yao,15.751,99.7893,72.64,86,100,2.06,TH,1694718885
504,sanctuary point,-35.1114,150.629,56.98,50,100,5.5,AU,1694718886
505,menaka,15.9182,2.4022,97.61,32,26,2.73,ML,1694718886
506,la ronge,55.1001,-105.2842,57.45,72,100,11.5,CA,1694718886
507,imuris,30.7833,-110.8667,89.98,24,0,13.67,MX,1694718887
508,omdurman,15.6445,32.4777,100.27,23,25,4.29,SD,1694718887
509,sakaiminato,35.55,133.2333,75.18,100,75,4.61,JP,1694718887
510,linfen,36.0889,111.5189,70.39,58,0,2.91,CN,1694718795
511,auriflama,-20.6856,-50.5547,69.69,59,99,7.61,BR,1694718888
512,swakopmund,-22.6833,14.5333,55.98,80,0,1.99,NA,1694718888
513,dwarka,22.2394,68.9678,82.31,77,100,8.75,IN,1694718889
514,mejit,10.2753,170.8646,83.05,76,100,15.01,MH,1694718889
515,korla,41.7597,86.1469,71.69,40,95,9.8,CN,1694718889
516,yaren,-0.5472,166.916,81.64,78,92,3.53,NR,1694718889
517,paramonga,-10.6667,-77.8333,69.55,74,63,13.24,PE,1694718890
518,mangrol,21.1167,70.1167,80.46,87,15,10.36,IN,1694718890
519,swift current,50.2834,-107.8014,65.21,39,0,20.71,CA,1694718807
520,karliova,39.2983,41.0142,55.63,34,0,3.8,TR,1694718891
521,tongouson,5.0214,120.1328,82.22,76,94,9.08,PH,1694718891
522,sitangkai,4.6628,119.3928,82.81,75,97,11.72,PH,1694718891
523,tiassale,5.8983,-4.8283,75.34,93,53,3.96,CI,1694718891
524,chiredzi,-21.05,31.6667,70.99,53,0,5.26,ZW,1694718732
525,kruisfontein,-34.0033,24.7314,50.74,78,95,4.12,ZA,1694718892
526,harrismith,-28.2728,29.1295,53.49,48,0,4.68,ZA,1694718892
527,awjilah,29.1081,21.2869,80.51,26,0,7.63,LY,1694718675
528,fort leonard wood,37.7057,-92.1572,80.26,35,75,8.05,US,1694718893
529,suva,-18.1416,178.4415,76.48,83,75,11.5,FJ,1694718893
530,mermoz boabab,14.7065,-17.4758,84.76,81,100,11.36,SN,1694718894
531,monrovia,6.3005,-10.7969,76.77,86,100,8.14,LR,1694718894
532,agua dulce,18.1333,-94.1333,83.98,69,40,7.16,MX,1694718894
533,al ghayzah,16.2079,52.176,81.01,88,92,8.3,YE,1694718894
534,dzhubga,44.3211,38.7039,66.33,68,4,7.49,RU,1694718895
535,mananjary,-21.2167,48.3333,68.25,82,8,0.54,MG,1694718895
536,chimbote,-9.0853,-78.5783,71.13,70,50,11.48,PE,1694718895
537,bereeda,11.8704,51.0579,85.68,65,7,7.56,SO,1694718896
538,agri,39.6667,43.1667,57.25,56,0,6.13,TR,1694718896
539,kuytun,54.3419,101.5036,46.67,75,15,4.29,RU,1694718896
540,toliara,-23.35,43.6667,73.83,81,0,4.9,MG,1694718896
541,terra rica,-22.7094,-52.6169,72.52,35,8,9.55,BR,1694718897
542,riohacha,11.5444,-72.9072,91.51,70,20,11.5,CO,1694718897
543,benxi,41.2886,123.765,59.32,79,0,4.99,CN,1694718897
544,hirara,24.8,125.2833,82.67,89,75,11.5,JP,1694718898
545,alakurtti,66.9672,30.3491,43.68,68,87,4.03,RU,1694718898
